id,budget,popularity,runtime,revenue,month,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,War,Western
727,0,4.912681,105.0,4129250,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
728,30000000,9.058516000000001,129.0,219076518,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
729,14000000,0.8256379999999999,112.0,16656125,6,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
730,103000000,8.18534,102.0,500188435,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
731,0,9.661817,97.0,1999955,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
732,4000000,5.032469,108.0,56666667,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
733,0,8.328596000000001,104.0,11220670,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
734,4000000,6.314697,121.0,1954937,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
735,150000000,26.024867999999998,108.0,1023784195,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
736,40000000,12.337898,89.0,58662452,7,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
737,8250000,11.840985,171.0,30000000,11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
738,8000000,1.194377,91.0,1893139,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
739,40000000,14.384554000000001,134.0,37279439,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
740,40000000,15.010525,124.0,158733820,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
741,0,6.617717,86.0,2692037,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
742,0,0.0005780000000000001,92.0,402539,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
743,967686,11.934045,101.0,4270000,5,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
744,35000000,10.794556,92.0,39340177,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,12000000,15.297120999999999,96.0,78868508,12,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
746,14000000,11.090264999999999,112.0,19777647,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
747,50000,11.329733000000001,103.0,249905,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
748,6000000,9.023686,96.0,11122090,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
749,0,4.725759,91.0,34153101,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
750,25000000,7.2576789999999995,107.0,84565230,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
751,30000000,6.734064999999999,103.0,50451307,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
752,50000000,9.915560000000001,92.0,113244290,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
753,0,0.358968,100.0,21350,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
754,4500000,11.578578,104.0,58853106,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
755,6000000,10.505386999999999,97.0,10409377,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
756,0,2.340967,96.0,6000000,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
757,0,6.188664,103.0,194720,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
758,80000000,7.210383,88.0,163733697,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
759,0,6.117335,99.0,24134,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,23000000,9.604552,124.0,29541790,8,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
761,6500000,9.369527,92.0,24793509,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
762,15000000,7.844705,95.0,59209,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,2000000,9.02255,137.0,70000000,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
764,200000000,26.114917000000002,116.0,531865000,6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
765,0,2.132858,115.0,8800000,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
766,105000000,7.291872,114.0,133718711,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
767,40000000,6.159379,107.0,24719215,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
768,20000000,16.205105,113.0,121463226,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,0,6.15698,98.0,2262223,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
770,16000000,2.549325,105.0,4192440,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
771,50000000,10.223582,139.0,25035950,6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
772,9000000,2.089842,135.0,18130000,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
773,0,5.063701,110.0,5926128,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
774,0,0.0012720000000000001,75.0,48752,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
775,0,14.679860000000001,97.0,3317662,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
776,0,2.92387,40.0,7732325,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
777,130000000,9.566135000000001,165.0,49554002,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
778,150000000,15.884744,103.0,331957105,12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
779,22500000,18.908782000000002,116.0,29252978,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
780,0,12.553657000000001,112.0,55447968,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
781,5000000,8.645067,87.0,3305592,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
782,13000000,4.654312,123.0,1646788,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
783,40000000,13.689855,108.0,332000000,11,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
784,0,4.582718,105.0,22697691,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
785,0,2.614785,90.0,12416686,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,2500000,2.296734,95.0,764083,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
787,19000000,8.385361,95.0,70067909,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,1601792,2.329513,96.0,253527,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
789,0,3.457153,89.0,2334228,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
790,94000000,6.587711,145.0,95311434,12,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
791,1300000,5.184012999999999,99.0,72266306,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
792,40000000,17.496832,83.0,222300000,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
793,13000000,10.890236,83.0,73180723,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,40000000,2.9474110000000002,93.0,10959475,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
795,25000000,14.141836999999999,116.0,93617009,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
796,13000000,24.515462,90.0,20560255,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
797,8,4.222195,133.0,33579813,8,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
798,0,5.159349,102.0,4631,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
799,0,3.215954,89.0,66456,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
800,110000000,16.747792999999998,117.0,177238796,6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
801,5000000,8.585856,108.0,58978653,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
802,3000000,12.822085000000001,94.0,14016568,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
803,7000000,3.18614,108.0,453079,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,15000000,11.179855,83.0,32056467,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
805,20000000,10.605851,72.0,135680000,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
806,14000000,11.535478,119.0,13551174,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
807,3000000,7.3510279999999995,100.0,18492362,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
808,0,4.433261,150.0,138730,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
809,0,13.567726,90.0,32846,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
810,75000000,18.311054000000002,121.0,220021259,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
811,42000000,9.874042999999999,124.0,363889678,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
812,0,5.50751,113.0,1400000,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
813,33000000,11.840557,98.0,244386864,9,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
814,15000000,3.94159,95.0,21000000,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
815,50000000,12.229381,97.0,42277365,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
816,32000000,11.119707,96.0,60740827,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
817,12000000,9.592265,92.0,41205099,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,100000,1.522753,90.0,22000000,8,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
819,0,14.307672,92.0,233755553,12,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
820,1000000,2.678923,107.0,2402459,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
821,4000000,5.350658,99.0,9221,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
822,886000,6.5075970000000005,103.0,2600000,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
823,50000000,9.082538000000001,107.0,170128460,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
824,0,9.555852,81.0,1250000,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
825,110000000,8.555544,76.0,103951461,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
826,2700000,7.048957000000001,80.0,15992615,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
827,3860000,8.959821,130.0,64076736,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
828,10000000,3.7593010000000002,89.0,150000000,7,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
829,54000000,11.415316,121.0,7266209,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
830,500000,0.892007,78.0,11276,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
831,6000000,2.447359,139.0,161000000,12,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
832,12000000,8.032616,110.0,3148182,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
833,150000000,28.505340999999998,140.0,374218673,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
834,14500000,5.892859,82.0,65497208,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,30000000,10.778027999999999,98.0,36160375,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
836,0,0.9127299999999999,91.0,1305887,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
837,0,8.870325,100.0,21520719,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
838,150000000,29.36178,120.0,378858340,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
839,0,7.464981,126.0,16803753,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
840,4000000,5.296777,86.0,9797098,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
841,10721568,1.68625,122.0,2978994,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
842,0,4.581576999999999,97.0,11449638,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,0,0.727837,104.0,369975,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
844,20000000,5.219666999999999,85.0,27187375,7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
845,355000,7.503125999999999,72.0,1012189,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
846,54000000,17.185349,162.0,136766062,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
847,20000000,16.01076,120.0,7227038,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
848,24000000,2.8188020000000003,102.0,2642983,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
849,6400000,1.8561009999999998,140.0,18000000,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
850,1,8.159556,87.0,8500000,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
851,6000000,9.424157000000001,121.0,48027970,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
852,15000000,2.936443,90.0,2042530,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
853,0,13.177741000000001,108.0,152761,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
854,0,6.853782000000001,111.0,36611610,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
855,2196531,0.947509,107.0,2411594,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
856,0,1.199003,105.0,887029,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
857,7000000,11.37237,109.0,10000000,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
858,59000000,17.328902,81.0,383257136,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
859,9750000,11.387338,99.0,558000,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
860,13000000,5.532019999999999,115.0,8038508,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
861,24000000,4.197544000000001,89.0,14782676,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,17000000,12.01525,91.0,97542952,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
863,0,0.007294,82.0,26488,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
864,0,2.2013700000000003,87.0,2642899,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
865,0,1.489895,111.0,634074,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
866,50000000,5.91265,114.0,9448082,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
867,151000,1.879162,91.0,8000000,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
868,0,1.404434,109.0,135893,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
869,88000000,6.363884,144.0,108539911,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
870,31000000,15.672195,125.0,28000000,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
871,4000000,6.7371419999999995,85.0,6101046,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
872,0,6.065049,124.0,48720000,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
873,0,1.6899259999999998,108.0,3106835,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
874,50000000,6.752119,135.0,10382407,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
875,15000000,16.018525,100.0,146497771,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
876,36000000,7.926621000000001,95.0,50159144,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
877,0,3.043177,136.0,42160849,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
878,50000000,9.995617,84.0,38502340,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
879,0,8.207548,107.0,3572443,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,13000000,11.293560000000001,93.0,48065672,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881,7700000,6.9146149999999995,123.0,1072602,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
882,200000000,17.285093,108.0,1025491110,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
883,57000000,9.421301,95.0,149217355,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
884,25000000,14.31675,117.0,77278331,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
885,0,2.115609,85.0,18315000,12,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
886,0,6.970037,104.0,49579269,7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
887,0,0.223633,100.0,306,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
888,20000000,10.680121,128.0,54586584,11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
889,5000000,6.719949000000001,95.0,368744044,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
890,0,1.818561,94.0,13102295,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
891,0,1.698895,105.0,8125592,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
892,37000000,10.722672,110.0,37962774,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
893,0,2.564695,89.0,386749,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
894,25000000,6.570917999999999,100.0,13000000,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
895,50000000,6.824871000000001,113.0,100020092,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
896,0,3.507084,111.0,5438927,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
897,12000000,14.21769,104.0,114194847,8,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
898,20000000,8.157587,121.0,18432000,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
899,0,5.7873339999999995,88.0,16627188,9,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
900,12000000,1.323587,185.0,19000000,6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
901,20000000,11.112153,93.0,16863583,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
902,0,1.5688389999999999,95.0,52164,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
903,185000000,12.577266,122.0,786636033,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904,0,1.833948,113.0,14134877,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
905,100000000,13.473381,90.0,202026112,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,16000000,8.34322,96.0,92823546,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
907,250000000,20.58258,165.0,1084939099,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
908,31000000,14.004074,161.0,128499205,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
909,9600000,6.133744999999999,121.0,2541554,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
910,0,6.770051,84.0,30668,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
911,0,4.333616999999999,89.0,2340,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
912,3500000,1.333969,105.0,1492523,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
913,25000000,11.829231,105.0,2054941,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
914,50000000,7.661239999999999,121.0,50068310,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
915,9000000,8.475983,120.0,4600000,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
916,0,7.916658,134.0,61700000,8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
917,6500000,8.344282000000002,98.0,28451622,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
918,0,1.679042,80.0,3662459,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,940000,0.739665,138.0,5100000,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
920,0,1.047417,96.0,3832228,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
921,0,5.3837660000000005,97.0,2683519,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
922,5000000,6.585405000000001,96.0,11642254,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
923,0,10.177977,78.0,35348597,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924,7000000,7.2189570000000005,127.0,191125,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
925,0,1.926826,0.0,850259,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,5000000,7.392294000000001,91.0,75143,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
927,40000000,7.473717999999999,123.0,96618699,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
928,195000000,11.606061,114.0,197687603,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
929,0,5.093586,99.0,641,7,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
930,5000000,9.841623,116.0,42365581,7,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
931,28000000,10.445141,102.0,58795814,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,143149,0.091951,94.0,645135,5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
933,57000000,11.626116,115.0,159055768,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
934,163000000,10.958669,119.0,174822325,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
935,40000000,49.247505,122.0,171539887,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
936,0,6.816275999999999,93.0,4215859,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,0,0.569463,181.0,14000000,7,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
938,0,1.54105,100.0,37884,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
939,1500000,5.875708,90.0,1938,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
940,558000,1.41344,89.0,2227000,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
941,8000000,5.052049,112.0,18948425,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
942,180000000,19.467404000000002,97.0,758539785,5,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
943,2000000,12.792394,85.0,4635300,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
944,0,6.080108,75.0,28023563,7,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
945,16000000,4.136356,120.0,11301649,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
946,35000000,4.386145,114.0,43650785,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
947,100000000,12.845044999999999,103.0,278731369,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
948,0,1.9541529999999998,89.0,124693,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
949,44000000,11.924462,96.0,300400432,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
950,13000000,1.884204,100.0,8475466,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951,40000000,5.996407,120.0,8251071,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,25530000,4.5570059999999994,95.0,20080020,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
953,0,0.985785,93.0,1000000,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
954,17000000,7.812646000000001,111.0,73244881,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
955,0,12.945544,120.0,1982505,11,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
956,13000000,5.138408999999999,95.0,1832541,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
957,0,5.416273,89.0,1301696,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
958,2600000,3.501564,103.0,1479042,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
959,50000000,10.246172999999999,118.0,142851197,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
960,0,11.492174,106.0,65088797,12,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
